simulation_id,revenue_2035_eur_m
1871,11481.1
1872,11481.1
1873,11481.2
1874,11481.3
1875,11481.5
1876,11481.9
1877,11482.8
1878,11483.6
1879,11483.6
1880,11485.1
1881,11485.7
1882,11485.7
1883,11486.1
1884,11486.4
1885,11486.4
1886,11487.4
1887,11487.6
1888,11489.3
1889,11489.4
1890,11489.5
1891,11489.7
1892,11490.4
1893,11490.4
1894,11490.6
1895,11491.1
1896,11492.4
1897,11492.7
1898,11492.9
1899,11493.0
1900,11493.9
1901,11494.3
1902,11495.7
1903,11496.6
1904,11496.7
1905,11497.1
1906,11497.8
1907,11497.9
1908,11498.0
1909,11498.6
1910,11498.6
1911,11499.7
1912,11502.0
1913,11502.0
1914,11502.4
1915,11503.0
1916,11503.3
1917,11504.2
1918,11504.6
1919,11504.6
1920,11505.0
1921,11505.8
1922,11506.3
1923,11506.5
1924,11507.5
1925,11508.5
1926,11508.5
1927,11509.2
1928,11509.8
1929,11510.0
1930,11510.7
1931,11511.0
1932,11511.5
1933,11511.7
1934,11511.9
1935,11512.0
1936,11512.1
1937,11512.5
1938,11512.7
1939,11512.9
1940,11513.0
1941,11513.1
1942,11513.6
1943,11514.0
1944,11514.5
1945,11514.5
1946,11515.1
1947,11515.3
1948,11515.6
1949,11515.6
1950,11516.0
1951,11516.4
1952,11516.7
1953,11517.0
1954,11517.7
1955,11518.4
1956,11518.7
1957,11520.0
1958,11520.1
1959,11520.2
1960,11520.3
1961,11520.4
1962,11520.4
1963,11520.7
1964,11521.0
1965,11521.0
1966,11521.4
1967,11521.8
1968,11521.8
1969,11521.9
1970,11522.5
1971,11522.9
1972,11522.9
1973,11524.3
1974,11525.1
1975,11525.3
1976,11525.8
1977,11526.4
1978,11526.4
1979,11526.6
1980,11527.1
1981,11527.5
1982,11527.8
1983,11527.9
1984,11529.3
1985,11530.7
1986,11531.2
1987,11532.7
1988,11534.0
1989,11534.2
1990,11534.5
1991,11536.1
1992,11536.8
1993,11537.3
1994,11537.6
1995,11538.3
1996,11538.7
1997,11539.1
1998,11539.2
1999,11540.5
2000,11540.5
2001,11540.5
2002,11540.6
2003,11540.6
2004,11540.9
2005,11541.1
2006,11541.4
2007,11541.8
2008,11542.1
2009,11542.4
2010,11542.4
2011,11543.2
2012,11543.8
2013,11544.9
2014,11545.0
2015,11545.1
2016,11545.4
2017,11545.7
2018,11545.7
2019,11546.4
2020,11547.2
2021,11547.2
2022,11548.6
2023,11548.9
2024,11549.2
2025,11549.4
2026,11549.8
2027,11550.2
2028,11550.4
2029,11551.0
2030,11551.8
2031,11552.1
2032,11552.2
2033,11552.4
2034,11553.4
2035,11553.6
2036,11554.6
2037,11555.5
2038,11555.6
2039,11556.0
2040,11556.2
2041,11556.3
2042,11556.4
2043,11556.4
2044,11556.6
2045,11556.8
2046,11558.2
2047,11558.9
2048,11559.4
2049,11559.8
2050,11560.1
2051,11560.3
2052,11560.3
2053,11560.7
2054,11561.5
2055,11562.3
2056,11562.6
2057,11563.4
2058,11563.4
2059,11563.6
2060,11563.6
2061,11563.9
2062,11564.6
2063,11565.2
2064,11565.4
2065,11566.0
2066,11566.4
2067,11566.8
2068,11569.2
2069,11569.6
2070,11570.0
2071,11570.2
2072,11570.6
2073,11571.2
2074,11571.4
2075,11571.8
2076,11571.9
2077,11572.3
2078,11572.6
2079,11572.8
2080,11572.9
2081,11574.3
2082,11574.6
2083,11575.3
2084,11575.6
2085,11575.6
2086,11575.7
2087,11576.4
2088,11576.6
2089,11577.3
2090,11577.5
2091,11578.1
2092,11578.5
2093,11578.8
2094,11579.4
2095,11579.4
2096,11579.6
2097,11580.1
2098,11580.1
2099,11581.1
2100,11581.6
2101,11581.9
2102,11583.3
2103,11583.6
2104,11583.6
2105,11583.6
2106,11584.0
2107,11584.7
2108,11585.0
2109,11585.2
2110,11585.3
2111,11585.3
2112,11585.5
2113,11585.9
2114,11586.4
2115,11586.8
2116,11587.0
2117,11587.3
2118,11587.4
2119,11587.7
2120,11587.9
2121,11588.7
2122,11589.6
2123,11589.8
2124,11590.2
2125,11590.9
2126,11591.7
2127,11592.3
2128,11593.2
2129,11593.4
2130,11593.7
2131,11593.9
2132,11594.3
2133,11594.4
2134,11596.0
2135,11596.4
2136,11596.5
2137,11596.7
2138,11596.8
2139,11597.1
2140,11597.4
2141,11597.7
2142,11597.8
2143,11598.0
2144,11598.4
2145,11599.9
2146,11600.0
2147,11600.5
2148,11601.4
2149,11601.5
2150,11601.6
2151,11601.9
2152,11602.7
2153,11603.0
2154,11604.9
2155,11605.2
2156,11605.5
2157,11605.7
2158,11606.0
2159,11606.3
2160,11606.4
2161,11606.7
2162,11607.1
2163,11607.6
2164,11608.1
2165,11608.2
2166,11608.3
2167,11608.6
2168,11608.6
2169,11608.8
2170,11609.6
2171,11609.7
2172,11610.7
2173,11610.8
2174,11612.3
2175,11612.4
2176,11612.4
2177,11612.5
2178,11613.2
2179,11613.2
2180,11614.4
2181,11614.5
2182,11614.5
2183,11615.1
2184,11615.3
2185,11615.5
2186,11615.5
2187,11615.8
2188,11615.8
2189,11616.4
2190,11617.0
2191,11617.7
2192,11617.9
2193,11618.2
2194,11618.2
2195,11618.2
2196,11618.3
2197,11619.2
2198,11619.5
2199,11620.1
2200,11620.2
2201,11620.3
2202,11620.6
2203,11621.3
2204,11621.4
2205,11622.0
2206,11622.1
2207,11622.5
2208,11623.4
2209,11623.6
2210,11625.6
2211,11626.0
2212,11626.4
2213,11627.3
2214,11628.1
2215,11629.7
2216,11630.2
2217,11630.3
2218,11630.9
2219,11631.8
2220,11632.9
2221,11633.0
2222,11633.0
2223,11633.3
2224,11633.7
2225,11634.0
2226,11634.2
2227,11635.3
2228,11636.3
2229,11637.6
2230,11638.2
2231,11638.3
2232,11639.0
2233,11639.2
2234,11639.3
2235,11640.5
2236,11640.7
2237,11640.8
2238,11641.2
2239,11642.0
2240,11642.8
2241,11643.3
2242,11643.5
2243,11644.0
2244,11644.1
2245,11644.5
2246,11644.9
2247,11645.9
2248,11646.2
2249,11647.5
2250,11647.5
2251,11647.6
2252,11647.9
2253,11648.1
2254,11648.5
2255,11649.1
2256,11649.2
2257,11649.6
2258,11650.5
2259,11650.7
2260,11651.0
2261,11651.2
2262,11651.6
2263,11651.8
2264,11652.1
2265,11652.5
2266,11652.7
2267,11652.9
2268,11653.0
2269,11653.2
2270,11653.2
2271,11653.8
2272,11654.2
2273,11654.8
2274,11654.8
2275,11655.1
2276,11655.6
2277,11655.7
2278,11656.0
2279,11656.1
2280,11656.3
2281,11657.0
2282,11657.1
2283,11657.9
2284,11659.2
2285,11659.8
2286,11659.8
2287,11659.8
2288,11661.2
2289,11661.3
2290,11661.8
2291,11662.3
2292,11662.3
2293,11663.4
2294,11664.5
2295,11664.9
2296,11664.9
2297,11665.2
2298,11665.2
2299,11665.3
2300,11665.3
2301,11665.4
2302,11666.1
2303,11667.3
2304,11667.3
2305,11669.1
2306,11669.2
2307,11669.4
2308,11669.5
2309,11670.3
2310,11670.7
2311,11671.3
2312,11671.4
2313,11671.5
2314,11672.7
2315,11673.6
2316,11673.7
2317,11674.0
2318,11674.2
2319,11674.9
2320,11675.0
2321,11675.5
2322,11676.3
2323,11676.6
2324,11677.0
2325,11677.1
2326,11677.4
2327,11677.6
2328,11678.1
2329,11679.4
2330,11679.7
2331,11679.9
2332,11680.3
2333,11680.4
2334,11680.7
2335,11681.3
2336,11681.5
2337,11681.9
2338,11682.2
2339,11682.4
2340,11682.5
2341,11682.7
2342,11683.7
2343,11684.0
2344,11685.6
2345,11685.7
2346,11685.8
2347,11686.0
2348,11686.3
2349,11686.4
2350,11686.6
2351,11687.0
2352,11687.4
2353,11687.9
2354,11688.0
2355,11688.4
2356,11688.4
2357,11689.6
2358,11689.8
2359,11690.5
2360,11691.2
2361,11691.4
2362,11691.9
2363,11692.2
2364,11692.3
2365,11692.6
2366,11693.4
2367,11693.4
2368,11694.1
2369,11695.4
2370,11695.7
2371,11696.3
2372,11696.4
2373,11696.4
2374,11696.8
2375,11698.0
2376,11699.0
2377,11699.0
2378,11699.2
2379,11699.3
2380,11699.7
2381,11699.8
2382,11699.8
2383,11699.8
2384,11700.3
2385,11700.9
2386,11701.3
2387,11701.3
2388,11701.8
2389,11702.1
2390,11703.6
2391,11704.2
2392,11704.8
2393,11704.8
2394,11704.9
2395,11705.2
2396,11705.5
2397,11705.5
2398,11705.7
2399,11706.3
2400,11706.5
2401,11706.8
2402,11706.8
2403,11707.0
2404,11707.6
2405,11708.6
2406,11708.7
2407,11709.5
2408,11710.6
2409,11710.7
2410,11710.8
2411,11711.4
2412,11712.4
2413,11712.8
2414,11712.9
2415,11713.0
2416,11713.1
2417,11713.9
2418,11714.9
2419,11714.9
2420,11715.1
2421,11715.3
2422,11715.8
2423,11716.1
2424,11716.4
2425,11716.5
2426,11716.7
2427,11717.0
2428,11717.2
2429,11717.4
2430,11718.0
2431,11718.2
2432,11718.3
2433,11718.4
2434,11720.5
2435,11721.3
2436,11722.0
2437,11723.7
2438,11724.1
2439,11724.2
2440,11724.2
2441,11724.3
2442,11724.5
2443,11724.6
2444,11724.7
2445,11725.0
2446,11725.1
2447,11725.5
2448,11725.5
2449,11725.8
2450,11726.2
2451,11726.4
2452,11727.1
2453,11727.2
2454,11727.2
2455,11727.4
2456,11727.5
2457,11727.9
2458,11728.1
2459,11728.2
2460,11728.8
2461,11729.5
2462,11729.8
2463,11730.0
2464,11730.2
2465,11730.4
2466,11730.7
2467,11731.6
2468,11732.3
2469,11732.3
2470,11732.7
2471,11732.7
2472,11733.7
2473,11733.7
2474,11734.8
2475,11735.0
2476,11735.1
2477,11735.5
2478,11735.5
2479,11735.7
2480,11735.8
2481,11735.8
2482,11735.9
2483,11736.0
2484,11736.2
2485,11736.4
2486,11737.0
2487,11737.4
2488,11737.7
2489,11737.9
2490,11738.6
2491,11738.8
2492,11739.4
2493,11739.4
2494,11739.6
2495,11739.8
2496,11740.1
2497,11740.8
2498,11741.6
2499,11742.1
2500,11742.6
2501,11742.8
2502,11743.1
2503,11743.7
2504,11743.9
2505,11743.9
2506,11744.0
2507,11744.3
2508,11744.5
2509,11745.0
2510,11745.2
2511,11745.6
2512,11745.6
2513,11745.7
2514,11746.1
2515,11746.2
2516,11746.6
2517,11746.7
2518,11747.4
2519,11747.9
2520,11748.2
2521,11748.6
2522,11749.0
2523,11749.1
2524,11749.1
2525,11749.7
2526,11750.2
2527,11750.3
2528,11750.5
2529,11750.5
2530,11750.6
2531,11750.7
2532,11750.8
2533,11751.1
2534,11751.3
2535,11751.5
2536,11751.6
2537,11751.8
2538,11751.9
2539,11752.0
2540,11752.2
2541,11753.3
2542,11753.5
2543,11754.0
2544,11754.3
2545,11754.5
2546,11754.6
2547,11755.1
2548,11755.4
2549,11755.7
2550,11755.8
2551,11756.0
2552,11756.1
2553,11756.2
2554,11756.3
2555,11756.4
2556,11757.1
2557,11757.5
2558,11757.7
2559,11757.8
2560,11758.1
2561,11758.3
2562,11758.4
2563,11758.5
2564,11758.5
2565,11758.6
2566,11759.6
2567,11759.7
2568,11759.8
2569,11760.7
2570,11761.7
2571,11762.0
2572,11762.3
2573,11762.3
2574,11764.2
2575,11764.3
2576,11764.6
2577,11764.7
2578,11765.5
2579,11766.1
2580,11766.3
2581,11766.4
2582,11767.1
2583,11767.6
2584,11767.9
2585,11768.2
2586,11768.5
2587,11768.5
2588,11768.8
2589,11768.8
2590,11768.9
2591,11769.1
2592,11769.3
2593,11770.1
2594,11770.9
2595,11771.4
2596,11771.5
2597,11772.7
2598,11772.8
2599,11773.5
2600,11773.8
2601,11773.8
2602,11774.1
2603,11774.1
2604,11774.9
2605,11774.9
2606,11775.9
2607,11776.3
2608,11776.3
2609,11777.0
2610,11777.4
2611,11777.9
2612,11778.4
2613,11778.5
2614,11779.0
2615,11779.3
2616,11779.3
2617,11779.7
2618,11779.8
2619,11779.9
2620,11779.9
2621,11780.0
2622,11780.4
2623,11780.7
2624,11781.0
2625,11781.1
2626,11781.7
2627,11781.9
2628,11782.2
2629,11782.8
2630,11782.9
2631,11783.4
2632,11783.4
2633,11785.1
2634,11785.2
2635,11785.3
2636,11785.4
2637,11785.9
2638,11787.0
2639,11787.0
2640,11787.4
2641,11788.1
2642,11788.2
2643,11788.4
2644,11788.5
2645,11789.1
2646,11789.2
2647,11789.3
2648,11789.8
2649,11790.1
2650,11790.4
2651,11790.9
2652,11791.1
2653,11791.1
2654,11791.2
2655,11791.3
2656,11791.4
2657,11791.6
2658,11792.3
2659,11792.4
2660,11792.4
2661,11792.4
2662,11792.9
2663,11793.2
2664,11794.6
2665,11794.8
2666,11795.7
2667,11795.9
2668,11796.0
2669,11796.3
2670,11796.4
2671,11796.4
2672,11796.5
2673,11798.1
2674,11798.6
2675,11798.7
2676,11798.8
2677,11798.9
2678,11799.3
2679,11799.8
2680,11800.3
2681,11801.1
2682,11801.3
2683,11802.7
2684,11802.9
2685,11803.0
2686,11803.1
2687,11803.1
2688,11803.1
2689,11803.4
2690,11804.5
2691,11805.3
2692,11805.3
2693,11805.6
2694,11805.7
2695,11805.7
2696,11806.2
2697,11807.1
2698,11807.3
2699,11807.7
2700,11807.8
2701,11808.0
2702,11808.3
2703,11808.4
2704,11808.9
2705,11808.9
2706,11809.0
2707,11809.4
2708,11809.8
2709,11809.9
2710,11810.5
2711,11810.8
2712,11811.1
2713,11811.1
2714,11812.0
2715,11812.7
2716,11814.0
2717,11814.4
2718,11815.2
2719,11815.2
2720,11815.5
2721,11815.5
2722,11815.8
2723,11816.0
2724,11816.2
2725,11816.5
2726,11816.6
2727,11817.2
2728,11817.5
2729,11817.5
2730,11817.6
2731,11818.1
2732,11818.2
2733,11818.3
2734,11818.4
2735,11818.9
2736,11819.1
2737,11819.3
2738,11819.7
2739,11820.8
2740,11821.0
2741,11821.1
2742,11821.4
2743,11822.0
2744,11822.4
2745,11822.5
2746,11822.8
2747,11823.1
2748,11823.2
2749,11823.4
2750,11823.8
2751,11824.1
2752,11825.0
2753,11825.6
2754,11826.1
2755,11827.4
2756,11828.1
2757,11828.2
2758,11828.8
2759,11829.2
2760,11830.3
2761,11831.0
2762,11833.0
2763,11833.1
2764,11833.4
2765,11833.4
2766,11833.7
2767,11833.7
2768,11833.9
2769,11834.2
2770,11835.2
2771,11835.3
2772,11836.1
2773,11836.8
2774,11836.9
2775,11836.9
2776,11837.1
2777,11837.3
2778,11837.3
2779,11837.5
2780,11837.8
2781,11838.2
2782,11838.2
2783,11838.3
2784,11838.5
2785,11838.8
2786,11839.1
2787,11839.1
2788,11839.6
2789,11839.7
2790,11839.8
2791,11840.7
2792,11840.9
2793,11840.9
2794,11841.1
2795,11841.9
2796,11842.0
2797,11842.4
2798,11842.4
2799,11842.4
2800,11843.0
2801,11843.2
2802,11843.5
2803,11843.5
2804,11844.1
2805,11844.4
2806,11844.7
2807,11845.5
2808,11846.0
2809,11846.7
2810,11847.0
2811,11847.6
2812,11848.3
2813,11849.4
2814,11849.6
2815,11849.7
2816,11850.3
2817,11850.7
2818,11851.1
2819,11851.2
2820,11851.9
2821,11852.1
2822,11852.2
2823,11852.2
2824,11852.8
2825,11853.5
2826,11853.6
2827,11853.7
2828,11853.9
2829,11854.0
2830,11854.6
2831,11855.0
2832,11855.4
2833,11855.6
2834,11856.6
2835,11856.6
2836,11857.6
2837,11857.8
2838,11857.9
2839,11858.0
2840,11858.2
2841,11858.2
2842,11858.5
2843,11858.7
2844,11859.2
2845,11859.8
2846,11859.8
2847,11859.9
2848,11860.6
2849,11860.7
2850,11860.8
2851,11860.9
2852,11861.1
2853,11861.2
2854,11861.2
2855,11861.2
2856,11861.6
2857,11861.8
2858,11861.9
2859,11862.1
2860,11862.6
2861,11862.9
2862,11862.9
2863,11863.0
2864,11863.3
2865,11863.3
2866,11863.6
2867,11863.9
2868,11864.5
2869,11864.8
2870,11864.8
2871,11866.4
2872,11866.5
2873,11866.6
2874,11866.9
2875,11867.2
2876,11867.5
2877,11867.9
2878,11868.1
2879,11868.6
2880,11868.6
2881,11868.9
2882,11869.4
2883,11869.4
2884,11869.6
2885,11870.7
2886,11871.0
2887,11871.2
2888,11871.4
2889,11872.2
2890,11872.3
2891,11872.4
2892,11872.5
2893,11873.0
2894,11873.0
2895,11873.5
2896,11873.6
2897,11873.6
2898,11873.7
2899,11874.4
2900,11874.6
2901,11874.6
2902,11876.2
2903,11876.4
2904,11876.6
2905,11877.3
2906,11877.4
2907,11877.5
2908,11877.7
2909,11877.9
2910,11878.4
2911,11878.5
2912,11878.7
2913,11879.0
2914,11879.5
2915,11880.0
2916,11880.1
2917,11880.1
2918,11880.2
2919,11880.4
2920,11880.4
2921,11880.7
2922,11880.8
2923,11881.1
2924,11881.3
2925,11881.4
2926,11882.0
2927,11882.2
2928,11882.3
2929,11883.9
2930,11883.9
2931,11884.1
2932,11884.3
2933,11884.6
2934,11885.0
2935,11885.3
2936,11885.7
2937,11886.1
2938,11886.1
2939,11886.3
2940,11886.4
2941,11886.5
2942,11887.3
2943,11887.4
2944,11887.6
2945,11887.7
2946,11888.0
2947,11888.1
2948,11889.1
2949,11889.2
2950,11889.5
2951,11889.6
2952,11889.9
2953,11890.5
2954,11890.8
2955,11890.8
2956,11891.3
2957,11892.2
2958,11892.4
2959,11892.7
2960,11893.0
2961,11893.0
2962,11893.4
2963,11893.8
2964,11893.9
2965,11894.0
2966,11894.1
2967,11894.2
2968,11894.5
2969,11895.0
2970,11895.4
2971,11895.6
2972,11895.7
2973,11895.7
2974,11895.8
2975,11896.0
2976,11896.0
2977,11896.0
2978,11896.3
2979,11896.4
2980,11896.7
2981,11897.4
2982,11897.6
2983,11897.7
2984,11897.8
2985,11898.0
2986,11898.5
2987,11899.3
2988,11899.6
2989,11899.7
2990,11899.9
2991,11900.6
2992,11900.7
2993,11900.9
2994,11901.4
2995,11902.3
2996,11902.8
2997,11903.0
2998,11903.3
2999,11903.3
3000,11903.8
3001,11904.0
3002,11904.3
3003,11904.6
3004,11904.8
3005,11904.8
3006,11904.9
3007,11905.2
3008,11905.3
3009,11905.4
3010,11905.7
3011,11905.8
3012,11905.9
3013,11906.2
3014,11906.7
3015,11906.7
3016,11906.8
3017,11907.7
3018,11907.7
3019,11908.3
3020,11908.7
3021,11908.9
3022,11909.1
3023,11909.3
3024,11909.7
3025,11910.0
3026,11910.2
3027,11910.4
3028,11910.4
3029,11910.8
3030,11911.5
3031,11912.0
3032,11912.1
3033,11912.2
3034,11912.3
3035,11912.9
3036,11913.3
3037,11913.7
3038,11914.2
3039,11914.2
3040,11915.0
3041,11915.8
3042,11917.0
3043,11917.2
3044,11917.3
3045,11917.6
3046,11917.8
3047,11918.3
3048,11918.4
3049,11918.9
3050,11919.2
3051,11919.3
3052,11919.5
3053,11919.8
3054,11920.1
3055,11920.2
3056,11920.2
3057,11920.9
3058,11920.9
3059,11921.5
3060,11921.8
3061,11921.9
3062,11921.9
3063,11922.2
3064,11923.2
3065,11923.8
3066,11924.2
3067,11924.3
3068,11924.6
3069,11924.7
3070,11924.7
3071,11925.1
3072,11925.2
3073,11925.4
3074,11925.6
3075,11926.1
3076,11926.3
3077,11926.6
3078,11926.7
3079,11928.6
3080,11928.6
3081,11929.0
3082,11929.2
3083,11929.6
3084,11930.7
3085,11931.1
3086,11931.4
3087,11931.9
3088,11932.0
3089,11932.1
3090,11932.5
3091,11932.7
3092,11932.7
3093,11932.7
3094,11933.1
3095,11933.3
3096,11934.6
3097,11934.7
3098,11934.7
3099,11935.5
3100,11935.9
3101,11936.0
3102,11936.6
3103,11936.7
3104,11937.1
3105,11937.2
3106,11937.9
3107,11938.0
3108,11938.2
3109,11938.2
3110,11939.2
3111,11939.2
3112,11939.4
3113,11939.4
3114,11939.9
3115,11940.1
3116,11940.2
3117,11940.3
3118,11940.4
3119,11940.4
3120,11940.6
3121,11940.9
3122,11941.1
3123,11941.3
3124,11941.4
3125,11941.5
3126,11941.6
3127,11941.7
3128,11942.4
3129,11942.5
3130,11942.5
3131,11944.2
3132,11944.3
3133,11945.2
3134,11945.4
3135,11945.6
3136,11945.7
3137,11945.7
3138,11945.8
3139,11946.4
3140,11946.7
3141,11946.8
3142,11946.8
3143,11946.8
3144,11946.8
3145,11947.6
3146,11948.6
3147,11948.7
3148,11948.9
3149,11949.5
3150,11949.6
3151,11950.1
3152,11950.7
3153,11950.7
3154,11950.7
3155,11950.9
3156,11950.9
3157,11951.0
3158,11951.6
3159,11951.9
3160,11952.0
3161,11952.2
3162,11952.7
3163,11952.9
3164,11953.6
3165,11954.1
3166,11954.3
3167,11954.4
3168,11954.9
3169,11955.1
3170,11955.2
3171,11956.1
3172,11956.9
3173,11957.1
3174,11957.4
3175,11958.1
3176,11958.3
3177,11958.5
3178,11958.7
3179,11958.7
3180,11958.7
3181,11958.7
3182,11959.3
3183,11959.3
3184,11959.8
3185,11960.2
3186,11960.3
3187,11961.3
3188,11961.4
3189,11961.7
3190,11961.9
3191,11962.0
3192,11962.6
3193,11963.9
3194,11964.8
3195,11964.9
3196,11965.2
3197,11965.7
3198,11966.0
3199,11966.0
3200,11966.2
3201,11966.3
3202,11966.4
3203,11967.0
3204,11967.3
3205,11967.3
3206,11967.3
3207,11968.6
3208,11969.3
3209,11970.3
3210,11970.5
3211,11970.7
3212,11971.1
3213,11971.2
3214,11971.2
3215,11971.4
3216,11973.2
3217,11973.8
3218,11973.9
3219,11974.6
3220,11974.6
3221,11975.4
3222,11975.5
3223,11975.6
3224,11975.7
3225,11975.8
3226,11977.1
3227,11977.2
3228,11977.3
3229,11977.5
3230,11977.9
3231,11978.1
3232,11978.3
3233,11978.5
3234,11978.6
3235,11978.6
3236,11978.9
3237,11979.5
3238,11979.6
3239,11979.7
3240,11979.9
3241,11980.0
3242,11980.0
3243,11980.0
3244,11980.8
3245,11981.6
3246,11981.7
3247,11981.8
3248,11982.2
3249,11982.3
3250,11982.5
3251,11983.3
3252,11983.9
3253,11983.9
3254,11984.4
3255,11984.5
3256,11985.8
3257,11986.0
3258,11986.1
3259,11986.4
3260,11986.5
3261,11986.9
3262,11987.0
3263,11987.5
3264,11987.7
3265,11987.9
3266,11988.1
3267,11988.7
3268,11988.8
3269,11989.7
3270,11989.9
3271,11990.6
3272,11990.7
3273,11990.7
3274,11991.0
3275,11991.3
3276,11991.4
3277,11991.4
3278,11991.5
3279,11991.9
3280,11991.9
3281,11992.1
3282,11992.2
3283,11992.4
3284,11992.6
3285,11992.9
3286,11993.1
3287,11993.5
3288,11994.1
3289,11995.2
3290,11995.4
3291,11995.5
3292,11995.5
3293,11995.6
3294,11995.8
3295,11996.8
3296,11996.9
3297,11997.0
3298,11997.2
3299,11997.5
3300,11997.5
3301,11998.6
3302,11998.8
3303,11999.2
3304,11999.3
3305,11999.3
3306,11999.4
3307,11999.5
3308,11999.6
3309,11999.7
3310,12000.1
3311,12000.4
3312,12000.9
3313,12001.0
3314,12001.2
3315,12001.3
3316,12001.9
3317,12002.8
3318,12003.0
3319,12003.3
3320,12003.9
3321,12004.0
3322,12004.1
3323,12004.6
3324,12005.5
3325,12005.8
3326,12006.3
3327,12006.6
3328,12006.7
3329,12007.4
3330,12007.9
3331,12008.2
3332,12008.7
3333,12008.7
3334,12009.0
3335,12009.1
3336,12009.6
3337,12010.0
3338,12010.3
3339,12011.0
3340,12011.0
3341,12012.7
3342,12013.3
3343,12013.5
3344,12013.9
3345,12014.2
3346,12014.5
3347,12014.8
3348,12015.5
3349,12016.1
3350,12016.4
3351,12016.6
3352,12016.9
3353,12016.9
3354,12017.2
3355,12017.4
3356,12018.0
3357,12018.3
3358,12019.0
3359,12019.0
3360,12020.2
3361,12020.5
3362,12020.6
3363,12020.6
3364,12021.0
3365,12021.3
3366,12021.5
3367,12022.0
3368,12022.3
3369,12022.5
3370,12022.6
3371,12022.6
3372,12022.9
3373,12023.3
3374,12023.4
3375,12023.5
3376,12023.9
3377,12024.1
3378,12024.4
3379,12024.5
3380,12024.6
3381,12024.9
3382,12025.3
3383,12025.6
3384,12026.2
3385,12026.8
3386,12026.9
3387,12026.9
3388,12027.5
3389,12027.6
3390,12027.7
3391,12028.0
3392,12028.3
3393,12028.3
3394,12028.6
3395,12028.8
3396,12028.9
3397,12029.0
3398,12029.2
3399,12029.5
3400,12029.7
3401,12030.4
3402,12030.9
3403,12031.7
3404,12032.5
3405,12033.0
3406,12033.0
3407,12033.5
3408,12033.6
3409,12034.8
3410,12034.8
3411,12035.2
3412,12035.3
3413,12036.0
3414,12036.5
3415,12036.9
3416,12037.4
3417,12037.6
3418,12037.8
3419,12037.8
3420,12038.7
3421,12039.1
3422,12039.5
3423,12039.6
3424,12039.9
3425,12040.0
3426,12040.0
3427,12040.2
3428,12040.5
3429,12040.7
3430,12041.0
3431,12041.2
3432,12041.2
3433,12041.5
3434,12041.6
3435,12041.9
3436,12042.0
3437,12042.6
3438,12042.7
3439,12042.8
3440,12042.8
3441,12043.2
3442,12043.5
3443,12043.5
3444,12043.8
3445,12044.1
3446,12044.4
3447,12044.4
3448,12044.6
3449,12044.6
3450,12044.7
3451,12044.9
3452,12045.0
3453,12045.3
3454,12045.3
3455,12046.2
3456,12046.2
3457,12046.3
3458,12046.3
3459,12046.7
3460,12046.8
3461,12047.1
3462,12047.9
3463,12048.5
3464,12049.0
3465,12049.7
3466,12049.7
3467,12049.8
3468,12050.4
3469,12050.6
3470,12050.9
3471,12051.0
3472,12051.5
3473,12051.9
3474,12052.1
3475,12052.1
3476,12052.2
3477,12052.2
3478,12052.4
3479,12052.6
3480,12052.8
3481,12053.6
3482,12054.0
3483,12054.5
3484,12055.4
3485,12055.8
3486,12055.9
3487,12056.0
3488,12056.2
3489,12056.3
3490,12056.8
3491,12056.9
3492,12056.9
3493,12057.2
3494,12057.4
3495,12057.4
3496,12057.7
3497,12057.8
3498,12057.8
3499,12058.1
3500,12058.3
3501,12058.5
3502,12058.6
3503,12059.1
3504,12059.5
3505,12060.3
3506,12060.5
3507,12061.3
3508,12061.5
3509,12061.8
3510,12062.6
3511,12063.0
3512,12063.2
3513,12063.4
3514,12063.4
3515,12063.8
3516,12064.4
3517,12064.4
3518,12064.4
3519,12064.5
3520,12065.2
3521,12065.2
3522,12065.3
3523,12065.9
3524,12065.9
3525,12066.0
3526,12066.4
3527,12066.4
3528,12066.9
3529,12067.4
3530,12067.7
3531,12068.3
3532,12068.3
3533,12068.3
3534,12068.5
3535,12069.4
3536,12069.8
3537,12070.0
3538,12070.9
3539,12071.2
3540,12071.8
3541,12071.9
3542,12072.0
3543,12072.0
3544,12073.2
3545,12073.5
3546,12074.2
3547,12074.9
3548,12074.9
3549,12074.9
3550,12075.0
3551,12075.1
3552,12075.6
3553,12075.9
3554,12076.1
3555,12076.2
3556,12076.4
3557,12076.5
3558,12076.9
3559,12077.5
3560,12077.8
3561,12077.8
3562,12078.1
3563,12078.3
3564,12078.9
3565,12079.1
3566,12079.4
3567,12079.4
3568,12080.0
3569,12080.2
3570,12081.3
3571,12081.4
3572,12081.4
3573,12081.5
3574,12081.7
3575,12082.1
3576,12082.1
3577,12082.3
3578,12082.3
3579,12082.7
3580,12083.0
3581,12083.4
3582,12084.6
3583,12086.0
3584,12086.5
3585,12086.5
3586,12086.6
3587,12087.4
3588,12087.7
3589,12088.9
3590,12090.0
3591,12090.4
3592,12090.5
3593,12091.5
3594,12091.5
3595,12091.6
3596,12092.0
3597,12092.1
3598,12092.2
3599,12093.3
3600,12093.4
3601,12093.7
3602,12093.7
3603,12093.9
3604,12093.9
3605,12094.0
3606,12094.5
3607,12094.6
3608,12094.9
3609,12095.0
3610,12096.2
3611,12096.3
3612,12096.3
3613,12096.7
3614,12096.7
3615,12096.9
3616,12097.0
3617,12097.2
