#
# APPENDIX AA: LABOR ECONOMICS
# APPENDIX AB: MATCHING AND REPUGNANT MARKETS
# APPENDIX AC: INDUSTRIAL ORGANIZATION
# APPENDIX AD: EVOLUTIONARY AND BEHAVIORAL GAME THEORY
# APPENDIX AE: MECHANISM DESIGN
# APPENDIX AF: SOCIAL CHOICE THEORY
# APPENDIX AG: COMPLEXITY ECONOMICS
# APPENDIX AH: TEMPORAL CONTEXT (Ψ_T)
# APPENDIX U: KAHNEMAN & TVERSKY - PSYCHOLOGICAL MICROFOUNDATIONS
# APPENDIX W: AKERLOF, SPENCE & STIGLITZ - INFORMATION ECONOMICS
# APPENDIX X: MILGROM & ROBERTS - COMPLEMENTARITIES & ORGANIZATION
# APPENDIX Y: CAPITAL MARKETS - FINANCIAL ECONOMICS
# APPENDIX Z: GROWTH THEORY - LONG-RUN DYNAMICS
# Additional: Dynamics (how C→C*), Aggregation (micro→macro), Design (Ψ* optimization)
# EXISTING APPENDICES A-T, V - CORE FRAMEWORK REFERENCES
# Elements: C (Configuration), Ψ (Context), C* (Equilibrium), K (Knowledge), Q (Outcome), C_ij (Complementarity)
# Framework Mapping: Paper Contributions to (C, Ψ, C*, K, Q) Framework
# Generated: 2026-01-04
# MAIN CHAPTERS 00-15 - FRAMEWORK CORE REFERENCES
# Relevance: Core, Supporting, Application, Method
# Total Papers: ~380
# Ψ-Dimensions: Ψ_C (Cognitive), Ψ_I (Institutional), Ψ_S (Social), Ψ_T (Temporal), Ψ_P (Physical), Ψ_K (Informational), Ψ_E (Economic), Ψ_Cult (Cultural)
#--- APPENDIX A: FORMAL DERIVATIONS ---
#--- APPENDIX B: EMPIRICAL VALIDATION ---
#--- APPENDIX C: ALTERNATIVE EQUILIBRIUM CONCEPTS ---
#--- APPENDIX D: MEASUREMENT AND ESTIMATION ---
#--- APPENDIX E: NETWORK EFFECTS ---
#--- APPENDIX F: BOUNDED RATIONALITY EXTENSIONS ---
#--- APPENDIX G: FEPSDE DIMENSIONS ---
#--- APPENDIX H: COMPUTATIONAL HISTORY ---
#--- APPENDIX I: NOBEL CONTRIBUTIONS ---
#--- APPENDIX K: FEHR PAPERS ---
#--- APPENDIX L: ACEMOGLU PAPERS ---
#--- APPENDIX M: SHLEIFER PAPERS ---
#--- APPENDIX N: HECKMAN PAPERS ---
#--- APPENDIX O: AUTOR PAPERS ---
#--- APPENDIX P: DUFLO PAPERS ---
#--- APPENDIX Q: BLOOM PAPERS ---
#--- APPENDIX V: PSI DIMENSIONS ---
#--- CHAPTER 00: INTRODUCTION ---
#--- CHAPTER 01: MOTIVATING OBSERVATIONS ---
#--- CHAPTER 02: STANDARD FRAMEWORK ---
#--- CHAPTER 03: PREFERENCE STABILITY ---
#--- CHAPTER 04: SOCIAL PREFERENCES ---
#--- CHAPTER 05: COMPLEMENTARITIES ---
#--- CHAPTER 06: EVOLUTIONARY FOUNDATIONS ---
#--- CHAPTER 09: ENDOGENOUS CONTEXT ---
#--- CHAPTER 10: WELFARE ---
#--- CHAPTER 12: INTEGRATION ---
#==============================================================================
Long-Run Implications,1999,Jones,Z,Dynamics,-,Semi-endogenous growth,Scale effects,Supporting
Making Markets,2008,Roth,AB,Design,-,Market design survey,Comprehensive overview,Supporting
Making a Miracle,1993,Lucas,Z,Dynamics,Ψ_C,Human capital growth,Learning by doing,Core
Management Matters,2007,Bloom & Van Reenen,Q,C_ij,Ψ_I,Management practices,Good management = productivity,Core
Management RCT,2013,Bloom et al,Q,C_ij,Ψ_I,Management experiment India,Causal management effects,Core
Manipulation Voting,1973,Gibbard,AE,Design,-,Strategy-proofness impossible,Manipulation theorem,Core
Mantel SMD,1974,Mantel,A,C*,-,SMD theorem extension,Arbitrary excess demand,Core
Maps of Bounded Rationality,2003,Kahneman,U,Ψ,Ψ_C,Nobel lecture synthesizing behavioral findings,Bounded rationality framework,Core
Market Power Entry,2008,Cabral,AC,C*,-,IO textbook,Comprehensive treatment,Supporting
Market Signaling,1974,Spence,W,K,Ψ_K,Signaling book treatment,Complete signaling theory,Core
Market for Lemons,1970,Akerlof,W,K,Ψ_K,Adverse selection market unraveling,Asymmetric info → market failure,Core
Markets Crowd Out Morals,2012,Falk & Szech,B,Ψ,Ψ_I,Market context reduces morality,Institutions affect preferences,Core
Markets Matching Design,2012,Roth,I,Design,-,Nobel lecture market design,Economic engineering,Core
Marriage and Morals,1988,Becker,AB,C*,-,Economics of marriage,Household production,Supporting
Matching Theory,2013,Niederle et al,AB,C*,-,Matching theory overview,Comprehensive survey,Supporting
Mathematical Psychics,1881,Edgeworth,Ch05,C_ij,-,Contract curve,Bilateral exchange,Core
Measuring Time Preferences,2020,Cohen et al,AH,Method,Ψ_T,Comprehensive survey,State of the art,Method
Mechanism Design Intro,2015,Börgers,AE,Design,-,Modern textbook,Comprehensive treatment,Core
Mechanism Design,2007,Hurwicz et al,I,Design,-,Nobel lecture mechanism,Implementation theory,Core
Medical Labor Markets,2009,Niederle & Roth,AB,Design,Ψ_I,Market design in medicine,Unraveling and matching,Application
Medical Residency Match,1984,Roth,AB,C*,-,NRMP as stable matching,Match design history,Core
Micromotives Macro,1978,Schelling,Ch09,Aggregation,-,Emergence tipping,Micro ≠ macro,Core
Micromotives Macrobehavior,1978,Schelling,AG,Aggregation,-,Micro-macro gap,Tipping critical mass,Core
Minimum Wages Employment,1994,Card & Krueger,AA,C*,Ψ_E,Minimum wage no disemployment,Challenge to competitive model,Core
Modern Manufacturing Revisited,1995,Ichniowski et al,X,C_ij,Ψ_I,Empirical complementarities steel,HRM bundles complementary,Supporting
Modern Manufacturing,1990,Milgrom & Roberts,Ch05,C_ij,-,Complementary practices,System of complements,Core
Monopsony in Motion,2003,Manning,AA,C*,-,Labor market monopsony,Wage-setting power,Core
Monotone Comparative Statics,1994,Milgrom & Shannon,X,C*,-,General monotone comp statics,Single crossing property,Core
Moral Economy,2016,Bowles,Ch06,Ψ,Ψ_Cult,Preferences evolution,Culture shapes preferences,Core
Moral Foundations,2013,Haidt,V,Ψ,Ψ_Cult,Moral psychology,Foundations of morality,Core
Moral Hazard Observability,1979,Holmström,AE,Design,Ψ_K,Optimal contracts,Informativeness principle,Core
Moral Hazard Principal-Agent,1983,Grossman & Hart,W,K,Ψ_K,Hidden action optimal contracts,Second-best contracts,Core
Moral Hazard Teams,1982,Holmström,W,K,Ψ_K,Team production budget breaking,Free-rider problem,Core
Moral Hazard in Teams,1982,Holmström,AE,Design,-,Team production,Budget-breaker needed,Core
Multipart Pricing,1971,Clarke,AE,Design,-,Public goods mechanism,Externality payment,Core
Multitask Principal-Agent,1991,Holmström & Milgrom,W,C_ij,Ψ_K,Task complementarity in incentives,Incentive on one task affects others,Core
Myopia Time Inconsistency,1956,Strotz,AH,Ψ,Ψ_T,Non-exponential → inconsistency,Plans change over time,Core
Nash Equilibrium Welfare,1999,Maskin,AE,Design,-,Nash implementation,Monotonicity condition,Core
Nash Equilibrium,1950,Nash,C,C*,-,Non-cooperative equilibrium,Best response fixed point,Core
Nature Human Altruism,2003,Fehr & Fischbacher,K,Ψ,Ψ_S,Altruistic punishment,Third-party punishment,Core
Network Externalities,1985,Katz & Shapiro,E,C_ij,-,Network effects equilibria,Adoption dynamics,Core
Neural Networks Deep,2015,LeCun et al,H,Method,-,Deep learning review,Representation learning,Method
Noise Trader Risk,1990,De Long et al,Y,C*,Ψ_C,Noise traders affect prices,Behavioral limits to arbitrage,Core
Not by Genes Alone,2005,Boyd & Richerson,AD,Ψ,Ψ_Cult,Culture shapes evolution,Cultural transmission,Core
Nudge,2008,Thaler & Sunstein,U,Design,Ψ_C,Choice architecture libertarian paternalism,Ψ_design for better C,Application
OECD Better Life,2011,OECD,G,Q,-,Well-being indicators,International comparison,Application
Oligopoly Supermodular,1990,Vives,Ch05,C_ij,-,Strategic complements,Existence monotone,Core
Oligopoly Supermodular,1990,Vives,X,C*,C_ij,Supermodular oligopoly games,Existence monotone equilibria,Core
On Mechanics Development,1988,Lucas,Z,Dynamics,-,Human capital externalities,Skill spillovers,Core
Optimal Auction Design,1981,Myerson,AE,Design,-,Revenue-maximizing auction,Virtual valuation,Core
Optimal Public Goods,1977,Groves & Ledyard,AE,Design,-,Public goods Nash,Budget-balanced mechanism,Core
Optimality Informational,1960,Hurwicz,AE,Design,-,Founding mechanism design,Ψ as design variable,Core
Option Pricing,1973,Black & Scholes,Y,C*,-,No-arbitrage derivative pricing,Risk-neutral valuation,Core
Origins of Order,1993,Kauffman,AG,Dynamics,-,Self-organization,NK landscapes,Core
Outsourcing Offshoring,2007,Blinder,AA,Dynamics,Ψ_P,Offshorability of jobs,Which jobs can move,Application
Paper,Year,Authors,Appendix,Element,Psi_Dim,Contribution,Equation,Relevance
Paying for Performance,2000,Lazear,AA,C_ij,Ψ_I,Performance pay productivity,Sorting and incentive effects,Supporting
Perfect Bayesian,1991,Fudenberg & Tirole,C,C*,Ψ_K,Bayesian updating on path,Belief consistency,Core
Perry Preschool,2010,Heckman et al,N,Q,-,Long-term preschool effects,Character skills matter,Application
Personnel Economics,1999,Lazear,AA,Design,Ψ_I,Economics of HR practices,Incentive pay effects,Application
Platform Competition Economics,2006,Armstrong,E,C*,C_ij,Two-sided platforms,Chicken-egg problem,Core
Platform Competition,2003,Rochet & Tirole,AC,C*,C_ij,Two-sided markets,Platform pricing,Core
Platform Design,2016,Halaburda et al,AB,Design,C_ij,Matching platforms,Two-sided platform design,Application
Platform Economics,2006,Rochet & Tirole,AC,C_ij,-,Comprehensive platform theory,Indirect network effects,Core
Players Models Others,1995,Stahl & Wilson,AD,Ψ,Ψ_C,Level-k model,Hierarchy of beliefs,Core
Poor Economics,2011,Banerjee & Duflo,P,Q,-,Development economics,Poverty traps,Application
Portfolio Selection,1952,Markowitz,Y,C,-,Mean-variance optimization,min σ² s.t. E[r] = target,Core
Power and Progress,2023,Acemoglu & Johnson,L,Dynamics,Ψ_I,Technology and institutions,Who benefits from tech,Application
Power of Suggestion 401k,2001,Madrian & Shea,AH,Design,Ψ_T,Default enrollment,49% → 86% participation,Core
Predation Reputation,1982,Milgrom & Roberts,X,C*,Ψ_K,Reputation in repeated games,Chain-store paradox resolution,Core
Presidential Address Finance,2014,Shiller,Y,Q,Ψ_C,Finance and good society,Behavioral finance synthesis,Supporting
Price Theory,1871,Jevons,AC,C*,-,Marginal utility pricing,Classical theory,Supporting
Price and Advertising Signals,1986,Milgrom & Roberts,X,K,Ψ_K,Joint signaling price and advertising,Multiple signals,Application
Primer Social Choice,2009,Gaertner,AF,Aggregation,-,Textbook social choice,Accessible treatment,Supporting
Principles Economics,1890,Marshall,Ch02,C*,-,Supply demand equilibrium,Partial equilibrium,Core
Principles Political Economy,1848,Mill,Ch02,C*,-,Classical economics,Production distribution,Core
Priority in School Choice,2006,Abdulkadiroğlu & Sönmez,AB,Design,-,Boston vs DA mechanism,Mechanism comparison,Supporting
Property Rights Firm,2017,Hart,W,C_ij,Ψ_I,Nobel lecture property rights,Boundaries of firm,Core
Prospect Theory Asset Prices,1995,Benartzi & Thaler,Y,Ψ,Ψ_C,Myopic loss aversion equity premium,Loss aversion explains premium,Core
Prospect Theory,1979,Kahneman & Tversky,U,Ψ,Ψ_C,Reference dependence and loss aversion,v(x) concave gains convex losses,Core
Psychology and Economics,2007,DellaVigna,V,Ψ,Ψ_C,Behavioral economics survey,Psychology in econ,Supporting
Public Goods Punishment,2000,Fehr & Gächter,B,Ψ,Ψ_S,Altruistic punishment,Costly punishment sustains coop,Core
Putting Auction Theory to Work,2004,Milgrom,X,Design,-,Auction design applications,Applied mechanism design,Application
Quantal Response Equilibrium,1995,McKelvey & Palfrey,AD,C*,Ψ_C,Noisy best response,QRE precision λ,Core
Rational Behavior Bargaining,1977,Harsanyi,AF,C*,-,Bargaining and welfare,Rational ethics,Core
Rational Fools,1977,Sen,AF,Ψ,Ψ_S,Commitment beyond preference,Meta-preferences,Core
Rationalizability Learning,1990,Milgrom & Roberts,X,C*,-,Convergence to Nash via learning,Adaptive learning → C*,Core
Rationalizability,1984,Bernheim,C,C*,-,Rationalizable strategies,Common knowledge rationality,Core
Rationalizability,1984,Pearce,C,C*,-,Independent rationalizability,Weaker than Nash,Core
Really Uncertain Times,2016,Bloom et al,Q,Dynamics,Ψ_K,Uncertainty measurement,Policy uncertainty,Core
Reciprocity Cooperation,2000,Fehr & Gächter,K,Ψ,Ψ_S,Strong reciprocity,Cooperation without reputation,Core
Redesigning Boston Schools,2005,Abdulkadiroğlu et al,AB,Design,-,Boston mechanism reform,Strategy-proof improvement,Application
Regression Discontinuity,2008,Lee & Lemieux,D,Method,-,RD design,Sharp and fuzzy RD,Method
Regulation Textbook,1993,Laffont & Tirole,AC,Design,Ψ_I,Regulatory economics theory,Incentive regulation,Core
Reinforcement Learning,2015,Mnih et al,H,Method,-,Deep RL,DQN Atari,Method
Relying on Information,1986,Milgrom & Roberts,X,K,Ψ_K,Strategic information transmission,Cheap talk limits,Core
Representative Individual,1992,Kirman,AG,Aggregation,-,No representative agent,Heterogeneity matters,Core
Repugnance Constraint,2007,Roth,AB,Ψ,Ψ_Cult,Markets blocked by repugnance,Moral limits on markets,Core
Rethinking Economics,2015,Roth,AB,Design,-,Market design as engineering,Economic engineering,Core
Returns to Education,2001,Duflo,P,Q,-,Compulsory schooling,IV Indonesia,Core
Returns to Schooling,2001,Card,AA,Q,Ψ_E,IV estimates returns to education,Ability bias correction,Supporting
Reversal of Fortune,2002,Acemoglu et al,Z,Dynamics,Ψ_I,Colonial origins reversal,Institutions from colonization,Core
Rise of Falls,2020,Autor et al,O,Q,Ψ_E,Place-based divergence,Geography of jobs,Application
Robust Mechanism Design,2005,Bergemann & Morris,AE,Design,Ψ_K,Implementation without common knowledge,Ex-post implementation,Core
Rubinstein Modeling,1998,Rubinstein,F,Ψ,Ψ_C,Procedural modeling,Bounded rationality games,Core
SMD Theorem,1972,Sonnenschein,Ch02,Aggregation,-,Anything goes aggregate,Micro doesn't pin macro,Core
Sample Selection Bias,1979,Heckman,AA,Method,-,Selection correction two-step,Heckman correction,Core
Sample Selection,1979,Heckman,N,Method,-,Selection correction,Two-step,Core
Satisficing,1955,Simon,F,Ψ,Ψ_C,Satisfice don't maximize,Bounded rationality,Core
School Choice,2003,Abdulkadiroğlu & Sönmez,AB,Design,-,Mechanism design for schools,Strategy-proof school choice,Core
Schooling Experience Earnings,1974,Mincer,AA,Q,Ψ_E,Mincer wage equation,ln(w) = α + βS + γExp,Core
Screening,1976,Rothschild & Stiglitz,W,K,Ψ_K,Insurance screening via contract menu,Self-selection mechanism,Core
Selection Models,1974,Heckman,D,Method,-,Selection bias correction,Two-step estimation,Method
Sequential Equilibrium,1982,Kreps & Wilson,C,C*,Ψ_K,Beliefs and strategies consistent,Off-path beliefs,Core
Signaling Model,1973,Spence,W,K,Ψ_K,Education as costly signal,Separating equilibrium via signal,Core
Skill Content of Tech,2003,Autor et al,O,Dynamics,-,Task polarization,Routine biased tech,Core
Skill Formation,2006,Cunha & Heckman,N,Dynamics,-,Human capital dynamics,Early investment,Core
Skill-Biased Technical Change,2002,Acemoglu,AA,Dynamics,-,Technology skill complementarity,Directed technical change,Core
Skin in the Game,2009,Rajan,Y,K,Ψ_K,Incentives in financial crisis,Agency in finance,Application
Social Capital,1988,Coleman,G,Ψ,Ψ_S,Social capital concept,Networks as capital,Core
Social Choice Individual Values,1951,Arrow,AF,Aggregation,-,Impossibility theorem,No SWF satisfies all,Core
Social Contract I Playing Fair,1994,Binmore,AD,C*,Ψ_S,Evolution and fairness,Fairness evolves,Core
Social Contract II Just Playing,1998,Binmore,AD,C*,Ψ_S,Evolution of justice,Evolutionary ethics,Core
Social Networks Economics,2010,Jackson,E,C_ij,Ψ_S,Network formation games,Network theory,Core
Social Preferences Survey,2006,Fehr & Schmidt,K,Ψ,Ψ_S,Social preferences review,Comprehensive survey,Core
Specious Reward,1975,Ainslie,AH,Ψ,Ψ_T,Hyperbolic discounting,D(t) = 1/(1+kt),Core
Stability General Equilibrium,1958,Arrow & Hurwicz,A,Dynamics,-,Tatonnement stability,Convergence conditions,Core
Stable Matching Core,1971,Shapley & Shubik,AB,C*,-,Assignment game transferable utility,Core of matching game,Core
Standards Wars,1994,Besen & Farrell,E,C*,C_ij,Standard competition,Winner take all,Core
State vs Private Ownership,1998,Shleifer,M,C_ij,Ψ_I,Privatization theory,Ownership incentives,Core
Stern Review Climate,2007,Stern,AH,Q,Ψ_T,Low social discount rate,Act now on climate,Application
Stern Review Critique,2007,Nordhaus,AH,Q,Ψ_T,Higher discount rate,Different policy,Application
Strategic Complementarity,1985,Bulow et al,X,C_ij,-,Strategic substitutes vs complements,∂²π/∂a∂a' determines game type,Core
Strategy Structure,2004,Roberts,X,C_ij,Ψ_I,Structure follows strategy complements,Organizational coherence,Application
Strategy and Competition,1991,Tirole,AC,C*,-,Game theory for IO,Strategic interaction,Core
Strategy-Proof Introduction,2001,Barberà,AF,Design,-,Strategy-proofness survey,When possible,Supporting
Strategy-Proofness Arrow,1975,Satterthwaite,AE,Design,-,Independent proof,Gibbard-Satterthwaite,Core
Strategy-Proofness Pareto,2002,Sönmez,AB,Design,-,Trade-offs in mechanism design,Impossibility results,Core
Strategy-Proofness Single-Peak,1980,Moulin,AF,Design,-,Characterization strategy-proof,Median mechanisms,Core
Structural Behavioral Models,2013,Crawford et al,AD,Ψ,Ψ_C,Level-k survey,Comprehensive synthesis,Supporting
Structural Estimation,1989,Pakes,D,Method,-,Dynamic discrete choice,Structural IO,Method
Subgame Perfect,1965,Selten,C,C*,-,Backward induction refinement,Credible threats only,Core
Subjective Well-Being,1999,Diener et al,G,Q,-,Happiness measurement,SWB components,Core
Supermodularity Complementarity,1998,Topkis,X,C_ij,-,Mathematical foundations,Lattice theory for economics,Core
Supermodularity and Complementarity,2003,Vives,X,C_ij,-,Comprehensive treatment,Complete supermodularity theory,Core
Supermodularity,1998,Topkis,Ch05,C_ij,-,Lattice theory,Mathematical foundations,Core
Synthetic Control,2010,Abadie et al,D,Method,-,Synthetic control method,Comparative case studies,Method
Task Framework,2013,Acemoglu & Autor,O,C,-,Task-based approach,Tasks vs skills,Core
Tasks Approach,2011,Acemoglu & Autor,AA,C,-,Skills tasks jobs,Task content of occupations,Core
Technical Change Aggregate,1957,Solow,Z,Dynamics,-,TFP residual measurement,Growth accounting,Core
Technology Adoption Networks,1992,Farrell & Saloner,E,C_ij,-,Installed base inertia,Switching costs,Core
Technology and Labor,2002,Acemoglu,L,Dynamics,-,Directed technical change,Skill bias endogenous,Core
Theory Fairness Competition,1999,Fehr & Schmidt,K,Ψ,Ψ_S,Inequity aversion,α β preferences,Core
Theory Industrial Organization,1988,Tirole,AC,C*,-,IO textbook comprehensive,Complete IO theory,Core
Theory Moral Sentiments,1759,Smith,Ch01,Ψ,Ψ_S,Sympathy and morality,Impartial spectator,Core
Theory of Capital Structure,1958,Modigliani & Miller,Y,C*,-,Capital structure irrelevance,MM theorem frictionless,Core
Theory of Contracts Survey,1987,Hart & Holmström,W,K,Ψ_K,Comprehensive contract theory survey,Principal-agent synthesis,Supporting
Theory of Justice,1971,Rawls,AF,Q,-,Justice as fairness,Maximin difference principle,Core
Theory of Learning Games,1998,Fudenberg & Levine,AD,Dynamics,-,Learning in games,Convergence to C*,Core
Theory of Monopoly,1897,Cournot,AC,C*,-,Oligopoly theory,Cournot competition,Core
Theory of Value,1959,Debreu,A,C*,-,Axiomatic general equilibrium,Mathematical foundations,Core
Theory of Value,1959,Debreu,Ch02,C*,-,Axiomatic GE,Mathematical rigor,Core
Thinking Fast and Slow,2011,Kahneman,U,Ψ,Ψ_C,System 1 vs System 2 dual process,Ψ_C = {System1 System2},Core
Thinking and Deciding,2000,Baron,F,Ψ,Ψ_C,Judgment decision making,Psychology economics,Supporting
Time Discounting Survey,2002,Frederick et al,AH,Ψ,Ψ_T,Comprehensive anomalies review,Multiple anomalies documented,Core
Treatment Effects,2008,Imbens & Wooldridge,D,Method,-,Treatment effects survey,Causal inference,Method
Trembling Hand Perfect,1975,Selten,C,C*,-,Robustness to trembles,Refinement via errors,Core
Tropics Geography Growth,2003,Sachs,Z,Ψ,Ψ_P,Direct geography effects,Climate disease agriculture,Supporting
Trust Experimental,2009,Fehr,K,Ψ,Ψ_S,Neuroeconomics trust,Brain and trust,Supporting
Trust Game,1995,Berg et al,B,Ψ,Ψ_S,Trust and reciprocity,Positive reciprocity,Core
Trust and Growth,1997,Knack & Keefer,V,Ψ,Ψ_S,Social capital matters,Trust correlates with growth,Core
Two-Sided Matching,1990,Roth & Sotomayor,AB,C*,-,Matching theory comprehensive,Complete matching theory,Core
Tying Odysseus Mast,2006,Ashraf et al,AH,Design,Ψ_T,Commitment savings RCT,28% take-up 82% increase,Core
Ultimatum Game Original,1982,Güth et al,Ch04,Ψ,Ψ_S,Fairness in bargaining,Rejection of unfair,Core
Ultimatum Game,1982,Güth et al,B,Ψ,Ψ_S,Fairness rejection of offers,Homo economicus rejected,Core
Uncertainty Shocks,2009,Bloom,Q,Dynamics,Ψ_E,Wait-and-see,Investment under uncertainty,Core
Unified Growth Theory,2011,Galor,Z,Dynamics,-,From Malthus to modern growth,Demographic transition,Core
Unions and Inequality,2016,Farber et al,AA,Ψ,Ψ_I,Union decline and inequality,Institutional wage compression,Supporting
Uniqueness Equilibrium,1980,Kehoe,A,C*,-,Index theorem uniqueness,When C* unique,Core
Unstable Preferences,1996,Dana,Ch03,Ψ,Ψ_C,Preferences context-dependent,Counter to Stigler-Becker,Core
Value and Momentum,2013,Asness et al,Y,C*,Ψ_C,Anomalies across asset classes,Factor investing,Supporting
Varieties Capitalism,2001,Hall & Soskice,Ch12,C_ij,Ψ_I,CME vs LME,Institutional complementarities,Core
Vertical Foreclosure,1990,Hart & Tirole,AC,C_ij,-,Vertical integration foreclosure,Commitment raising costs,Core
Vertical Restraints,1983,Rey & Tirole,AC,C_ij,-,Vertical contracts economics,RPM exclusive dealing,Core
Wealth of Nations,1776,Smith,Ch01,C*,-,Invisible hand markets,Self-interest → social good,Core
What Do Unions Do,1984,Freeman & Medoff,AA,Ψ,Ψ_I,Union voice effects,Beyond monopoly,Supporting
Who Gets What and Why,2015,Roth,AB,Design,-,Market design for public,Popular treatment,Application
Why Did West Extend,2000,Acemoglu & Robinson,L,Ψ,Ψ_I,Franchise extension,Political economy,Core
Why Nations Fail,2012,Acemoglu & Robinson,Z,Ψ,Ψ_I,Inclusive vs extractive institutions,Institutions determine growth,Core
Why Still So Many Jobs,2015,Autor,O,Dynamics,-,Automation and employment,Complementarity tasks,Supporting
Why Stock Markets Crash,2003,Sornette,AG,Dynamics,-,Critical crashes,Dragon kings,Core
Women Empowerment,2012,Duflo,P,Q,Ψ_S,Gender and development,Women's empowerment,Application
Work of the Past,2019,Autor,O,Dynamics,-,Polarization deepens,Middle class erosion,Supporting
World Management Survey,2012,Bloom et al,Q,C_ij,Ψ_I,Cross-country management,Measurement and effects,Core
World Values Survey,2014,Inglehart,V,Ψ,Ψ_Cult,Value change,Modernization secularization,Core
#
#==============================================================================
# APPENDIX AI: SPATIAL AND PHYSICAL CONTEXT (Ψ_P)
#==============================================================================
Isolated State,1826,von Thünen,AI,Ψ,Ψ_P,Agricultural location theory,Land rent = f(distance),Core
Principles Economics Agglom,1890,Marshall,AI,C_ij,Ψ_P,Marshallian externalities,Labor pooling input sharing spillovers,Core
Increasing Returns Geography,1991,Krugman,AI,C*,Ψ_P,Core-periphery model,Multiple spatial equilibria,Core
Geography and Trade,1991,Krugman,AI,C*,Ψ_P,Book treatment NEG,Spatial economics,Core
Spatial Economy,1999,Fujita et al,AI,C*,Ψ_P,Comprehensive NEG,Urban systems trade,Core
Cities Agglomeration,2008,Glaeser,AI,Ψ,Ψ_P,Modern urban economics,Spatial equilibrium,Core
Triumph of the City,2011,Glaeser,AI,Q,Ψ_P,Cities as engines,Popular treatment,Application
Wealth of Cities,2009,Glaeser & Gottlieb,AI,Ψ,Ψ_P,JEL survey agglomeration,State of the art,Core
Agglomeration Evidence,2004,Rosenthal & Strange,AI,C_ij,Ψ_P,Elasticity estimates,∂lnY/∂ln(density) ≈ 0.03-0.08,Core
Empirics Agglomeration,2015,Combes & Gobillon,AI,C_ij,Ψ_P,Updated survey,Sorting vs agglomeration,Supporting
Geography Development,1999,Gallup et al,AI,Q,Ψ_P,Geographic correlates income,Coast tropics landlocked,Core
Guns Germs Steel,1997,Diamond,AI,Ψ,Ψ_P,Biogeography thesis,Ultimate geographic causes,Application
Reversal of Fortune,2002,Acemoglu et al,AI,Ψ,Ψ_I,Institutions vs geography,Institutions matter more,Core
Wages Rents Quality Life,1982,Roback,AI,C*,Ψ_P,Spatial equilibrium,V(w r A) = V̄,Core
New Geography of Jobs,2012,Moretti,AI,Q,Ψ_P,Great divergence cities,Innovation multipliers,Application
Bones Bombs Break Points,2002,Davis & Weinstein,AI,C*,Ψ_P,WWII bombing cities,Path dependence limits,Core
Portage Path Dependence,2012,Bleakley & Lin,AI,Dynamics,Ψ_P,Historical portage sites,Spatial path dependence,Core
Quantitative Spatial,2017,Redding & Rossi-Hansberg,AI,Method,Ψ_P,Quantitative methods,Counterfactual spatial,Method
Housing Constraints Misalloc,2019,Hsieh & Moretti,AI,Q,Ψ_P,Spatial misallocation,US GDP 36% lower,Core
Place Based Policies,2014,Kline & Moretti,AI,Design,Ψ_P,Place-based policy theory,When efficient,Core
#
#==============================================================================
# APPENDIX AJ: SOCIAL PREFERENCES (Ψ_S)
#==============================================================================
Ultimatum Game,1982,Güth et al,AJ,Ψ,Ψ_S,Responders reject unfair offers,First evidence social preferences,Core
Trust Game,1995,Berg et al,AJ,Ψ,Ψ_S,Trust and positive reciprocity,Back-transfers despite no incentive,Core
Gift Exchange,1993,Fehr et al,AJ,C*,Ψ_S,Fairness prevents market clearing,Effort rises with wage,Core
Public Goods Free Ride,1988,Andreoni,AJ,C*,Ψ_S,Cooperation despite dominant defect,Why free ride?,Core
Inequality Aversion,1999,Fehr & Schmidt,AJ,Ψ,Ψ_S,α-β model of inequality aversion,U = π - α(π_j-π) - β(π-π_j),Core
ERC Model,2000,Bolton & Ockenfels,AJ,Ψ,Ψ_S,Equity reciprocity competition,Relative payoff matters,Core
Social Preferences Tests,2002,Charness & Rabin,AJ,Ψ,Ψ_S,Social welfare concern,Efficiency and maximin,Core
Cooperation Punishment,2000,Fehr & Gächter,AJ,C*,Ψ_S,Altruistic punishment sustains coop,Punishment enables cooperation,Core
Third-Party Punishment,2004,Fehr & Fischbacher,AJ,Ψ,Ψ_S,Costly norm enforcement,Third parties punish,Core
Fairness Equilibria,1993,Rabin,AJ,C*,Ψ_S,Intentions matter for fairness,Kindness × reciprocation,Core
Sequential Reciprocity,2004,Dufwenberg & Kirchsteiger,AJ,Ψ,Ψ_S,Second-order beliefs,Psychological game theory,Core
Guilt Aversion,2006,Charness & Dufwenberg,AJ,Ψ,Ψ_S,Disappointing expectations,Promises increase cooperation,Core
Prosocial Incentives,2006,Bénabou & Tirole,AJ,Ψ,Ψ_S,Self-image social image,Crowding out intrinsic,Core
Image Motivation,2009,Ariely et al,AJ,Ψ,Ψ_S,Visibility increases prosociality,Social image real,Core
Pay Enough or Not,2000,Gneezy & Rustichini,AJ,Ψ,Ψ_S,Small payments reduce effort,Crowding out,Core
Fairness Ideals Pluralism,2007,Cappelen et al,AJ,Ψ,Ψ_S,Egalitarian meritocrat libertarian,Merit vs luck,Core
Cutthroat vs Cuddly,2020,Almås et al,AJ,Ψ,Ψ_S,US vs Norway fairness,Cultural variation,Core
Reciprocity Theory,2006,Falk & Fischbacher,AJ,Ψ,Ψ_S,Unified reciprocity model,Intentions and outcomes,Core
